tour_id,person_id,tour_type,tour_type_count,tour_type_num,tour_num,tour_count,tour_category,number_of_participants,destination,origin,household_id,start,end,duration,tdd,composition,tour_mode,atwork_subtour_frequency,parent_tour_id,stop_frequency,primary_purpose
46334263,1130103,work,2,2,2,2,mandatory,1,455.0,412.0,254432,11.0,18.0,7.0,106.0,,WALK_LRF,no_subtours,,0out_0in,work
47605098,1161099,work,1,1,1,1,mandatory,1,608.0,412.0,260997,12.0,22.0,10.0,122.0,,SHARED2FREE,no_subtours,,0out_0in,work
47605139,1161100,work,1,1,1,1,mandatory,1,751.0,412.0,260997,6.0,16.0,10.0,29.0,,SHARED2FREE,no_subtours,,0out_0in,work
47668156,1162637,work,1,1,1,1,mandatory,1,751.0,441.0,279407,7.0,17.0,10.0,47.0,,DRIVEALONEFREE,no_subtours,,0out_0in,work
51756635,1262356,work,1,1,1,1,mandatory,1,554.0,512.0,520066,6.0,22.0,16.0,35.0,,DRIVEALONEFREE,business1,,0out_0in,work
51756676,1262357,work,1,1,1,1,mandatory,1,356.0,512.0,520066,6.0,17.0,11.0,30.0,,DRIVEALONEFREE,eat,,0out_0in,work
80890981,1972950,school,1,1,1,1,mandatory,1,1270.0,1270.0,701442,8.0,14.0,6.0,60.0,,SHARED3FREE,,,0out_0in,school
101654783,2479384,work,1,1,1,1,mandatory,1,991.0,890.0,904087,9.0,17.0,8.0,78.0,,DRIVEALONEFREE,eat,,0out_0in,work
101654824,2479385,work,1,1,1,1,mandatory,1,7.0,890.0,904087,8.0,18.0,10.0,64.0,,DRIVEALONEFREE,business1,,1out_0in,work
101654857,2479386,school,1,1,1,1,mandatory,1,906.0,890.0,904087,8.0,13.0,5.0,59.0,,WALK_LOC,,,0out_0in,school
101654898,2479387,school,1,1,1,1,mandatory,1,890.0,890.0,904087,6.0,15.0,9.0,28.0,,WALK,,,0out_0in,school
101654939,2479388,school,1,1,1,1,mandatory,1,828.0,890.0,904087,7.0,18.0,11.0,48.0,,SHARED2FREE,,,0out_2in,school
109035070,2659391,work,1,1,1,1,mandatory,1,16.0,995.0,980525,7.0,20.0,13.0,50.0,,WALK_HVY,no_subtours,,0out_0in,work
109035111,2659392,work,1,1,1,1,mandatory,1,1011.0,995.0,980525,7.0,16.0,9.0,46.0,,DRIVEALONEFREE,eat,,0out_1in,work
112109619,2734380,work,1,1,1,1,mandatory,1,1034.0,1034.0,934399,7.0,20.0,13.0,50.0,,WALK,no_subtours,,0out_0in,work
115737053,2822854,work,1,1,1,1,mandatory,1,37.0,955.0,1007416,7.0,16.0,9.0,46.0,,WALK_HVY,no_subtours,,0out_0in,work
115737094,2822855,work,1,1,1,1,mandatory,1,13.0,955.0,1007416,5.0,20.0,15.0,15.0,,DRIVE_HVY,eat,,0out_0in,work
120860413,2947814,work,1,1,1,1,mandatory,1,870.0,854.0,1083007,5.0,15.0,10.0,10.0,,DRIVEALONEFREE,no_subtours,,1out_1in,work
120860487,2947816,school,1,1,1,1,mandatory,1,837.0,854.0,1083007,8.0,18.0,10.0,64.0,,SHARED3FREE,,,0out_3in,school
129849581,3167062,work,1,1,1,1,mandatory,1,605.0,767.0,1254407,9.0,21.0,12.0,82.0,,DRIVE_LRF,no_subtours,,0out_0in,work
129849622,3167063,work,1,1,1,1,mandatory,1,970.0,767.0,1254407,7.0,16.0,9.0,46.0,,DRIVE_HVY,no_subtours,,0out_0in,work
129849655,3167064,school,1,1,1,1,mandatory,1,466.0,767.0,1254407,7.0,18.0,11.0,48.0,,SHARED2FREE,,,0out_0in,school
129849745,3167066,work,1,1,1,1,mandatory,1,945.0,767.0,1254407,8.0,18.0,10.0,64.0,,WALK_HVY,eat,,0out_0in,work
132207327,3224568,work,1,1,1,1,mandatory,1,412.0,798.0,1158069,7.0,16.0,9.0,46.0,,DRIVE_LRF,eat,,0out_0in,work
139477775,3401896,work,1,1,1,1,mandatory,1,761.0,761.0,1214584,5.0,14.0,9.0,9.0,,DRIVEALONEFREE,business1,,0out_0in,work
141188541,3443622,work,1,1,1,1,mandatory,1,806.0,749.0,1243429,6.0,21.0,15.0,34.0,,SHARED2FREE,no_subtours,,0out_0in,work
143708073,3505074,work,1,1,1,1,mandatory,1,415.0,716.0,1319147,8.0,18.0,10.0,64.0,,DRIVEALONEPAY,no_subtours,,1out_0in,work
143708114,3505075,work,2,1,1,2,mandatory,1,807.0,716.0,1319147,7.0,16.0,9.0,46.0,,SHARED3FREE,no_subtours,,1out_1in,work
143708115,3505075,work,2,2,2,2,mandatory,1,807.0,716.0,1319147,18.0,21.0,3.0,172.0,,DRIVEALONEFREE,no_subtours,,0out_0in,work
143708155,3505076,work,1,1,1,1,mandatory,1,1179.0,716.0,1319147,7.0,17.0,10.0,47.0,,DRIVEALONEFREE,maint,,0out_0in,work
164818604,4019965,work,1,1,1,1,mandatory,1,18.0,222.0,1444216,9.0,18.0,9.0,79.0,,SHARED2FREE,eat,,1out_0in,work
164818678,4019967,school,1,1,1,1,mandatory,1,230.0,222.0,1444216,7.0,13.0,6.0,43.0,,SHARED3FREE,,,0out_0in,school
168241440,4103449,school,1,1,1,1,mandatory,1,260.0,258.0,1494802,8.0,16.0,8.0,62.0,,WALK,,,0out_0in,school
179256508,4372109,work,1,1,1,1,mandatory,1,310.0,306.0,1560851,11.0,18.0,7.0,106.0,,SHARED3FREE,no_subtours,,0out_0in,work
182502068,4451269,work,1,1,1,1,mandatory,1,356.0,340.0,1617518,7.0,18.0,11.0,48.0,,DRIVEALONEFREE,maint,,0out_0in,work
182502109,4451270,work,1,1,1,2,mandatory,1,366.0,340.0,1617518,8.0,14.0,6.0,60.0,,BIKE,no_subtours,,0out_0in,work
182502101,4451270,school,1,1,2,2,mandatory,1,354.0,340.0,1617518,18.0,22.0,4.0,173.0,,SHARED2FREE,,,0out_1in,univ
182502142,4451271,school,1,1,1,1,mandatory,1,307.0,340.0,1617518,8.0,15.0,7.0,61.0,,SHARED3FREE,,,0out_3in,school
186721698,4554187,school,1,1,1,1,mandatory,1,1178.0,1185.0,1646569,12.0,19.0,7.0,119.0,,SHARED3FREE,,,0out_0in,school
192893682,4704723,work,1,1,1,1,mandatory,1,1186.0,1178.0,1672326,8.0,19.0,11.0,65.0,,SHARED2FREE,no_subtours,,1out_1in,work
192893756,4704725,school,1,1,1,1,mandatory,1,1178.0,1178.0,1672326,8.0,15.0,7.0,61.0,,SHARED3FREE,,,0out_0in,school
192893797,4704726,school,1,1,1,1,mandatory,1,1178.0,1178.0,1672326,8.0,14.0,6.0,60.0,,SHARED2FREE,,,0out_0in,school
201727788,4920189,work,1,1,1,1,mandatory,1,1127.0,1127.0,1746013,18.0,18.0,0.0,169.0,,DRIVEALONEFREE,no_subtours,,0out_2in,work
202577800,4940921,work,1,1,1,1,mandatory,1,1168.0,1136.0,1810750,7.0,17.0,10.0,47.0,,DRIVEALONEFREE,eat,,0out_0in,work
211213097,5151538,work,1,1,1,1,mandatory,1,6.0,1140.0,1815006,6.0,20.0,14.0,33.0,,DRIVE_HVY,maint,,0out_0in,work
211213138,5151539,work,1,1,1,1,mandatory,1,1019.0,1140.0,1815006,6.0,15.0,9.0,28.0,,DRIVEALONEFREE,business1,,0out_0in,work
211213171,5151540,school,1,1,1,1,mandatory,1,1137.0,1140.0,1815006,7.0,12.0,5.0,42.0,,SHARED3FREE,,,0out_0in,school
211213212,5151541,school,1,1,1,1,mandatory,1,1136.0,1140.0,1815006,8.0,16.0,8.0,62.0,,SHARED3FREE,,,0out_0in,school
220917674,5388235,work,1,1,1,1,mandatory,1,1066.0,1079.0,1961990,8.0,17.0,9.0,63.0,,DRIVEALONEFREE,eat,,0out_0in,work
238814379,5824740,work,1,1,1,1,mandatory,1,2.0,63.0,2354401,6.0,19.0,13.0,32.0,,SHARED3FREE,eat,,0out_0in,work
238814461,5824742,work,1,1,1,1,mandatory,1,70.0,63.0,2354401,7.0,17.0,10.0,47.0,,SHARED2FREE,no_subtours,,0out_0in,work
244910546,5973427,work,1,1,1,1,mandatory,1,292.0,128.0,2204820,5.0,15.0,10.0,10.0,,DRIVEALONEFREE,no_subtours,,0out_2in,work
258825700,6312821,work,1,1,1,1,mandatory,1,212.0,173.0,2278438,8.0,20.0,12.0,66.0,,SHARED3FREE,no_subtours,,1out_2in,work
258825782,6312823,work,1,1,1,1,mandatory,1,13.0,173.0,2278438,16.0,19.0,3.0,157.0,,WALK_LRF,no_subtours,,1out_0in,work
260824737,6361578,work,1,1,1,1,mandatory,1,1423.0,1415.0,2490892,11.0,20.0,9.0,108.0,,DRIVEALONEFREE,no_subtours,,1out_1in,work
261326208,6373809,work,1,1,1,1,mandatory,1,1426.0,1421.0,2422612,9.0,19.0,10.0,80.0,,DRIVEALONEFREE,no_subtours,,1out_1in,work
281635640,6869161,work,1,1,1,1,mandatory,1,1344.0,1327.0,2527847,13.0,16.0,3.0,127.0,,SHARED2FREE,no_subtours,,1out_0in,work
284703793,6943994,work,1,1,1,1,mandatory,1,1339.0,1348.0,2559911,7.0,16.0,9.0,46.0,,DRIVEALONEFREE,no_subtours,,0out_0in,work
284703834,6943995,work,1,1,1,2,mandatory,1,1348.0,1348.0,2559911,9.0,16.0,7.0,77.0,,DRIVEALONEFREE,no_subtours,,0out_1in,work
284703826,6943995,school,1,1,2,2,mandatory,1,1363.0,1348.0,2559911,17.0,18.0,1.0,163.0,,WALK_LOC,,,0out_1in,univ
41160487,1003914,eatout,1,1,1,1,joint,2,448.0,449.0,415790,9.0,9.0,0.0,70.0,adults,SHARED2FREE,,,1out_0in,eatout
58911769,1436872,othmaint,1,1,1,1,joint,2,468.0,356.0,506393,11.0,13.0,2.0,101.0,adults,SHARED2FREE,,,0out_0in,othmaint
120860348,2947813,othdiscr,1,1,1,1,joint,3,839.0,854.0,1083007,8.0,8.0,0.0,54.0,mixed,SHARED3FREE,,,0out_2in,othdiscr
141188517,3443623,othdiscr,1,1,1,1,joint,2,536.0,749.0,1243429,9.0,13.0,4.0,74.0,adults,SHARED2FREE,,,0out_0in,othdiscr
8079944,197071,shopping,1,1,1,1,non_mandatory,1,583.0,566.0,97615,19.0,19.0,0.0,175.0,,DRIVEALONEFREE,,,0out_0in,shopping
8080062,197074,othmaint,1,1,1,1,non_mandatory,1,563.0,566.0,97615,19.0,21.0,2.0,177.0,,DRIVEALONEFREE,,,0out_0in,othmaint
12868375,313862,shopping,1,1,1,1,non_mandatory,1,523.0,530.0,58262,17.0,18.0,1.0,163.0,,DRIVEALONEFREE,,,0out_0in,shopping
15828157,386052,othdiscr,1,1,1,1,non_mandatory,1,681.0,519.0,80671,18.0,19.0,1.0,170.0,,DRIVEALONEFREE,,,0out_1in,othdiscr
18431501,449548,shopping,1,1,1,1,non_mandatory,1,679.0,656.0,539872,19.0,21.0,2.0,177.0,,DRIVEALONEFREE,,,0out_0in,shopping
46334232,1130103,escort,1,1,1,1,non_mandatory,1,639.0,412.0,254432,11.0,11.0,0.0,99.0,,SHARED3FREE,,,0out_0in,escort
47668123,1162637,eatout,1,1,1,2,non_mandatory,1,504.0,441.0,279407,18.0,18.0,0.0,169.0,,DRIVEALONEFREE,,,0out_0in,eatout
47668153,1162637,social,1,1,2,2,non_mandatory,1,607.0,441.0,279407,17.0,18.0,1.0,163.0,,SHARED2FREE,,,0out_0in,social
109035100,2659392,othmaint,1,1,1,1,non_mandatory,1,973.0,995.0,980525,17.0,21.0,4.0,166.0,,DRIVEALONEFREE,,,3out_0in,othmaint
129849551,3167062,escort,1,1,1,1,non_mandatory,1,738.0,767.0,1254407,8.0,9.0,1.0,55.0,,SHARED2FREE,,,0out_0in,escort
129849589,3167063,eatout,1,1,1,1,non_mandatory,1,767.0,767.0,1254407,16.0,20.0,4.0,158.0,,DRIVEALONEFREE,,,0out_0in,eatout
129849674,3167065,escort,1,1,1,3,non_mandatory,1,765.0,767.0,1254407,13.0,13.0,0.0,124.0,,SHARED3FREE,,,0out_0in,escort
129849698,3167065,shopping,1,1,2,3,non_mandatory,1,785.0,767.0,1254407,14.0,19.0,5.0,140.0,,SHARED3FREE,,,1out_1in,shopping
129849701,3167065,social,1,1,3,3,non_mandatory,1,767.0,767.0,1254407,13.0,13.0,0.0,124.0,,WALK,,,0out_0in,social
201727758,4920189,escort,1,1,1,1,non_mandatory,1,1114.0,1127.0,1746013,13.0,15.0,2.0,126.0,,SHARED3FREE,,,0out_1in,escort
201727815,4920190,othdiscr,1,1,1,1,non_mandatory,1,1121.0,1127.0,1746013,10.0,15.0,5.0,90.0,,SHARED3FREE,,,0out_0in,othdiscr
202577794,4940921,shopping,1,1,1,2,non_mandatory,1,1162.0,1136.0,1810750,18.0,20.0,2.0,171.0,,WALK_HVY,,,0out_0in,shopping
202577767,4940921,eatout,1,1,2,2,non_mandatory,1,1141.0,1136.0,1810750,17.0,18.0,1.0,163.0,,SHARED3FREE,,,0out_0in,eatout
211213067,5151538,escort,1,1,1,2,non_mandatory,1,1141.0,1140.0,1815006,5.0,6.0,1.0,1.0,,SHARED3FREE,,,0out_0in,escort
211213064,5151538,eatout,1,1,2,2,non_mandatory,1,1169.0,1140.0,1815006,21.0,23.0,2.0,186.0,,SHARED3FREE,,,0out_0in,eatout
215654616,5259868,othmaint,1,1,1,2,non_mandatory,1,1176.0,1176.0,1920369,10.0,14.0,4.0,89.0,,DRIVEALONEFREE,,,0out_0in,othmaint
215654613,5259868,othdiscr,1,1,2,2,non_mandatory,1,1176.0,1176.0,1920369,19.0,19.0,0.0,175.0,,DRIVEALONEFREE,,,0out_1in,othdiscr
238814414,5824741,shopping,1,1,1,2,non_mandatory,1,11.0,63.0,2354401,15.0,15.0,0.0,145.0,,DRIVEALONEFREE,,,0out_1in,shopping
238814387,5824741,eatout,1,1,2,2,non_mandatory,1,67.0,63.0,2354401,9.0,14.0,5.0,75.0,,DRIVEALONEFREE,,,0out_0in,eatout
244910491,5973426,othdiscr,1,1,1,1,non_mandatory,1,88.0,128.0,2204820,13.0,18.0,5.0,129.0,,SHARED2FREE,,,0out_0in,othdiscr
260824731,6361578,shopping,1,1,1,1,non_mandatory,1,1415.0,1415.0,2490892,21.0,21.0,0.0,184.0,,DRIVEALONEFREE,,,0out_0in,shopping
143708122,3505076,eatout,1,1,1,1,non_mandatory,1,724.0,716.0,1319147,17.0,17.0,0.0,162.0,,SHARED3FREE,,,0out_0in,eatout
281635634,6869161,shopping,1,1,1,2,non_mandatory,1,1332.0,1327.0,2527847,12.0,12.0,0.0,112.0,,DRIVEALONEFREE,,,0out_0in,shopping
281635637,6869161,social,1,1,2,2,non_mandatory,1,1327.0,1327.0,2527847,17.0,23.0,6.0,168.0,,WALK,,,0out_0in,social
8363287,203982,othdiscr,1,1,1,1,non_mandatory,1,528.0,528.0,49880,14.0,16.0,2.0,137.0,,WALK,,,0out_0in,othdiscr
12340845,300996,escort,2,1,1,4,non_mandatory,1,473.0,679.0,559917,12.0,12.0,0.0,112.0,,SHARED3FREE,,,0out_0in,escort
12340846,300996,escort,2,2,2,4,non_mandatory,1,435.0,679.0,559917,16.0,16.0,0.0,154.0,,SHARED2FREE,,,0out_0in,escort
12340869,300996,shopping,1,1,3,4,non_mandatory,1,568.0,679.0,559917,15.0,16.0,1.0,146.0,,DRIVEALONEFREE,,,0out_0in,shopping
12340861,300996,othdiscr,1,1,4,4,non_mandatory,1,671.0,679.0,559917,17.0,21.0,4.0,166.0,,DRIVEALONEFREE,,,0out_0in,othdiscr
18431641,449552,escort,3,1,1,4,non_mandatory,1,626.0,656.0,539872,8.0,11.0,3.0,57.0,,SHARED3FREE,,,1out_0in,escort
18431642,449552,escort,3,2,2,4,non_mandatory,1,687.0,656.0,539872,18.0,19.0,1.0,170.0,,SHARED2FREE,,,0out_0in,escort
18431643,449552,escort,3,3,3,4,non_mandatory,1,670.0,656.0,539872,20.0,21.0,1.0,181.0,,SHARED3FREE,,,0out_0in,escort
18431665,449552,shopping,1,1,4,4,non_mandatory,1,605.0,656.0,539872,15.0,17.0,2.0,147.0,,DRIVEALONEFREE,,,0out_1in,shopping
41160502,1003914,othmaint,1,1,1,2,non_mandatory,1,539.0,449.0,415790,14.0,16.0,2.0,137.0,,DRIVEALONEFREE,,,1out_3in,othmaint
41160499,1003914,othdiscr,1,1,2,2,non_mandatory,1,349.0,449.0,415790,11.0,13.0,2.0,101.0,,DRIVEALONEFREE,,,0out_0in,othdiscr
51756711,1262358,shopping,1,1,1,1,non_mandatory,1,558.0,512.0,520066,15.0,17.0,2.0,147.0,,SHARED2FREE,,,1out_0in,shopping
53391135,1302222,shopping,1,1,1,1,non_mandatory,1,370.0,487.0,376936,9.0,10.0,1.0,71.0,,SHARED2FREE,,,2out_0in,shopping
80890901,1972948,shopping,1,1,1,1,non_mandatory,1,1264.0,1270.0,701442,10.0,10.0,0.0,85.0,,DRIVEALONEFREE,,,0out_0in,shopping
80890942,1972949,shopping,1,1,1,2,non_mandatory,1,1273.0,1270.0,701442,16.0,16.0,0.0,154.0,,DRIVEALONEFREE,,,0out_2in,shopping
80890934,1972949,othdiscr,1,1,2,2,non_mandatory,1,1256.0,1270.0,701442,10.0,12.0,2.0,87.0,,DRIVEALONEFREE,,,0out_1in,othdiscr
112109630,2734381,escort,2,1,1,4,non_mandatory,1,1023.0,1034.0,934399,15.0,15.0,0.0,145.0,,SHARED3FREE,,,0out_0in,escort
112109631,2734381,escort,2,2,2,4,non_mandatory,1,1037.0,1034.0,934399,16.0,17.0,1.0,155.0,,WALK,,,0out_0in,escort
112109654,2734381,shopping,1,1,3,4,non_mandatory,1,1014.0,1034.0,934399,13.0,15.0,2.0,126.0,,DRIVEALONEFREE,,,1out_0in,shopping
112109627,2734381,eatout,1,1,4,4,non_mandatory,1,1034.0,1034.0,934399,10.0,13.0,3.0,88.0,,DRIVEALONEFREE,,,0out_0in,eatout
120860342,2947813,escort,2,1,1,2,non_mandatory,1,853.0,854.0,1083007,16.0,16.0,0.0,154.0,,WALK,,,0out_0in,escort
120860343,2947813,escort,2,2,2,2,non_mandatory,1,864.0,854.0,1083007,17.0,17.0,0.0,162.0,,SHARED3FREE,,,0out_0in,escort
138687511,3382622,escort,2,1,1,2,non_mandatory,1,761.0,758.0,1233813,7.0,7.0,0.0,37.0,,WALK,,,0out_0in,escort
138687512,3382622,escort,2,2,2,2,non_mandatory,1,758.0,758.0,1233813,8.0,9.0,1.0,55.0,,SHARED2FREE,,,0out_1in,escort
156647339,3820666,shopping,1,1,1,1,non_mandatory,1,200.0,230.0,1437074,13.0,14.0,1.0,125.0,,SHARED2FREE,,,0out_1in,shopping
164818615,4019966,escort,1,1,1,1,non_mandatory,1,192.0,222.0,1444216,8.0,8.0,0.0,54.0,,SHARED2FREE,,,0out_3in,escort
179256543,4372110,shopping,1,1,1,1,non_mandatory,1,310.0,306.0,1560851,14.0,14.0,0.0,135.0,,DRIVEALONEFREE,,,1out_0in,shopping
182502021,4451268,shopping,1,1,1,1,non_mandatory,1,355.0,340.0,1617518,13.0,15.0,2.0,126.0,,DRIVEALONEFREE,,,0out_0in,shopping
186721613,4554185,othmaint,1,1,1,1,non_mandatory,1,1182.0,1185.0,1646569,7.0,10.0,3.0,40.0,,BIKE,,,0out_0in,othmaint
186721654,4554186,othmaint,1,1,1,2,non_mandatory,1,1198.0,1185.0,1646569,12.0,13.0,1.0,113.0,,SHARED2FREE,,,0out_0in,othmaint
186721651,4554186,othdiscr,1,1,2,2,non_mandatory,1,1187.0,1185.0,1646569,15.0,18.0,3.0,148.0,,DRIVEALONEFREE,,,0out_0in,othdiscr
192893717,4704724,shopping,1,1,1,2,non_mandatory,1,1179.0,1178.0,1672326,13.0,20.0,7.0,131.0,,DRIVEALONEFREE,,,0out_0in,shopping
192893712,4704724,othmaint,1,1,2,2,non_mandatory,1,1186.0,1178.0,1672326,13.0,13.0,0.0,124.0,,DRIVEALONEFREE,,,1out_1in,othmaint
215654638,5259869,escort,1,1,1,1,non_mandatory,1,1176.0,1176.0,1920369,8.0,9.0,1.0,55.0,,WALK,,,0out_0in,escort
261326156,6373808,othmaint,1,1,1,1,non_mandatory,1,1421.0,1421.0,2422612,9.0,9.0,0.0,70.0,,DRIVEALONEFREE,,,0out_0in,othmaint
281635552,6869159,shopping,1,1,1,2,non_mandatory,1,1332.0,1327.0,2527847,12.0,13.0,1.0,113.0,,DRIVEALONEFREE,,,1out_0in,shopping
281635547,6869159,othmaint,1,1,2,2,non_mandatory,1,1332.0,1327.0,2527847,11.0,11.0,0.0,99.0,,DRIVEALONEFREE,,,0out_0in,othmaint
281635588,6869160,othmaint,1,1,1,1,non_mandatory,1,1327.0,1327.0,2527847,14.0,16.0,2.0,137.0,,SHARED3FREE,,,0out_0in,othmaint
47668104,1162636,othmaint,1,1,1,3,non_mandatory,1,427.0,441.0,279407,12.0,13.0,1.0,113.0,,SHARED2FREE,,,0out_0in,othmaint
47668112,1162636,social,2,1,2,3,non_mandatory,1,432.0,441.0,279407,9.0,12.0,3.0,73.0,,DRIVEALONEFREE,,,0out_0in,social
47668113,1162636,social,2,2,3,3,non_mandatory,1,397.0,441.0,279407,18.0,21.0,3.0,172.0,,SHARED2FREE,,,0out_0in,social
139477682,3401894,othmaint,1,1,1,1,non_mandatory,1,777.0,761.0,1214584,12.0,13.0,1.0,113.0,,DRIVEALONEFREE,,,0out_0in,othmaint
139477728,3401895,shopping,1,1,1,1,non_mandatory,1,767.0,761.0,1214584,10.0,10.0,0.0,85.0,,DRIVEALONEFREE,,,0out_2in,shopping
208819667,5093162,othdiscr,1,1,1,1,non_mandatory,1,1120.0,1148.0,1886803,12.0,13.0,1.0,113.0,,DRIVEALONEFREE,,,0out_0in,othdiscr
208819716,5093163,shopping,1,1,1,1,non_mandatory,1,1150.0,1148.0,1886803,11.0,14.0,3.0,102.0,,DRIVEALONEFREE,,,0out_0in,shopping
215408471,5253865,eatout,1,1,1,1,non_mandatory,1,730.0,1166.0,1870957,13.0,22.0,9.0,133.0,,DRIVEALONEFREE,,,0out_0in,eatout
186721700,4554187,shopping,1,1,1,1,non_mandatory,1,1183.0,1185.0,1646569,11.0,11.0,0.0,99.0,,DRIVEALONEFREE,,,0out_0in,shopping
29454343,718398,othdiscr,1,1,1,1,non_mandatory,1,767.0,655.0,142824,15.0,18.0,3.0,148.0,,SHARED3FREE,,,1out_1in,othdiscr
120860440,2947815,othdiscr,1,1,1,1,non_mandatory,1,871.0,854.0,1083007,12.0,17.0,5.0,117.0,,SHARED3FREE,,,0out_0in,othdiscr
138687552,3382623,escort,2,1,1,2,non_mandatory,1,759.0,758.0,1233813,8.0,21.0,13.0,67.0,,SHARED2FREE,,,0out_1in,escort
138687553,3382623,escort,2,2,2,2,non_mandatory,1,767.0,758.0,1233813,21.0,22.0,1.0,185.0,,SHARED2FREE,,,0out_0in,escort
182502117,4451271,eatout,1,1,1,1,non_mandatory,1,341.0,340.0,1617518,17.0,19.0,2.0,164.0,,WALK,,,0out_0in,eatout
211213206,5151541,othdiscr,1,1,1,1,non_mandatory,1,1158.0,1140.0,1815006,17.0,20.0,3.0,165.0,,SHARED3FREE,,,0out_1in,othdiscr
12340943,300998,othdiscr,1,1,1,1,non_mandatory,1,672.0,679.0,559917,8.0,13.0,5.0,59.0,,SHARED3FREE,,,0out_0in,othdiscr
109035122,2659393,escort,1,1,1,1,non_mandatory,1,1019.0,995.0,980525,8.0,9.0,1.0,55.0,,SHARED3FREE,,,0out_1in,escort
120860484,2947816,othmaint,1,1,1,1,non_mandatory,1,853.0,854.0,1083007,18.0,18.0,0.0,169.0,,SHARED3FREE,,,0out_0in,othmaint
138687593,3382624,escort,2,1,1,3,non_mandatory,1,758.0,758.0,1233813,8.0,8.0,0.0,54.0,,SHARED2FREE,,,0out_0in,escort
138687594,3382624,escort,2,2,2,3,non_mandatory,1,765.0,758.0,1233813,13.0,13.0,0.0,124.0,,SHARED3FREE,,,0out_1in,escort
138687609,3382624,othdiscr,1,1,3,3,non_mandatory,1,761.0,758.0,1233813,15.0,15.0,0.0,145.0,,SHARED2FREE,,,1out_0in,othdiscr
15828136,386052,eat,1,1,1,1,atwork,1,504.0,504.0,80671,12.0,13.0,1.0,113.0,,WALK,,15828171.0,0out_0in,atwork
18431513,449549,eat,1,1,1,1,atwork,1,563.0,582.0,539872,10.0,10.0,0.0,85.0,,DRIVEALONEFREE,,18431548.0,0out_0in,atwork
41160519,1003915,eat,1,1,1,1,atwork,1,406.0,406.0,415790,12.0,12.0,0.0,112.0,,SHARED3FREE,,41160554.0,0out_0in,atwork
51756596,1262356,business,1,1,1,1,atwork,1,435.0,554.0,520066,12.0,14.0,2.0,114.0,,SHARED2FREE,,51756635.0,0out_0in,atwork
51756641,1262357,eat,1,1,1,1,atwork,1,351.0,356.0,520066,12.0,13.0,1.0,113.0,,DRIVEALONEFREE,,51756676.0,0out_1in,atwork
101654748,2479384,eat,1,1,1,1,atwork,1,1011.0,991.0,904087,13.0,13.0,0.0,124.0,,DRIVEALONEFREE,,101654783.0,0out_0in,atwork
101654785,2479385,business,1,1,1,1,atwork,1,101.0,7.0,904087,12.0,14.0,2.0,114.0,,DRIVEALONEFREE,,101654824.0,0out_0in,atwork
109035076,2659392,eat,1,1,1,1,atwork,1,991.0,1011.0,980525,14.0,14.0,0.0,135.0,,DRIVEALONEFREE,,109035111.0,0out_0in,atwork
115737059,2822855,eat,1,1,1,1,atwork,1,15.0,13.0,1007416,13.0,13.0,0.0,124.0,,WALK,,115737094.0,0out_0in,atwork
129849710,3167066,eat,1,1,1,1,atwork,1,94.0,945.0,1254407,12.0,17.0,5.0,117.0,,SHARED2FREE,,129849745.0,0out_0in,atwork
132207292,3224568,eat,1,1,1,1,atwork,1,407.0,412.0,1158069,13.0,13.0,0.0,124.0,,SHARED3FREE,,132207327.0,0out_0in,atwork
139477736,3401896,business,1,1,1,1,atwork,1,777.0,761.0,1214584,12.0,13.0,1.0,113.0,,SHARED3FREE,,139477775.0,0out_0in,atwork
143708139,3505076,maint,1,1,1,1,atwork,1,1179.0,1179.0,1319147,13.0,13.0,0.0,124.0,,WALK,,143708155.0,0out_0in,atwork
164818569,4019965,eat,1,1,1,1,atwork,1,40.0,18.0,1444216,11.0,12.0,1.0,100.0,,SHARED2FREE,,164818604.0,0out_0in,atwork
182502052,4451269,maint,1,1,1,1,atwork,1,331.0,356.0,1617518,14.0,14.0,0.0,135.0,,DRIVEALONEFREE,,182502068.0,0out_0in,atwork
202577765,4940921,eat,1,1,1,1,atwork,1,1168.0,1168.0,1810750,10.0,11.0,1.0,86.0,,SHARED3FREE,,202577800.0,0out_0in,atwork
211213081,5151538,maint,1,1,1,1,atwork,1,76.0,6.0,1815006,10.0,11.0,1.0,86.0,,SHARED3FREE,,211213097.0,0out_0in,atwork
211213099,5151539,business,1,1,1,1,atwork,1,1008.0,1019.0,1815006,13.0,13.0,0.0,124.0,,WALK,,211213138.0,0out_0in,atwork
220917639,5388235,eat,1,1,1,1,atwork,1,1057.0,1066.0,1961990,12.0,12.0,0.0,112.0,,SHARED2FREE,,220917674.0,0out_0in,atwork
238814344,5824740,eat,1,1,1,1,atwork,1,13.0,2.0,2354401,13.0,13.0,0.0,124.0,,WALK,,238814379.0,0out_1in,atwork
