,omaz,idx,btap,dmaz,atap,tod,utility,transit_type
773984,21988,2251,1419,8361,2380,AM,-4.43407025055,local_bus
111661,20603,304,1143,15526,58,PM,-4.43326989057,local_bus
2389036,21869,8902,1587,4705,1053,AM,-4.43165781577,local_bus
1553457,20506,4950,588,1766,2129,PM,-4.42230521457,local_bus
739501,20837,2152,655,10599,1369,AM,-4.41799022907,local_bus
187558,20347,498,564,20185,717,AM,-4.41312546507,local_bus
44362,16264,2728,778,13882,663,PM,-4.40914503886,local_bus
235186,16253,616,778,17794,302,PM,-4.40697003886,local_bus
41508,15780,103,1801,19349,541,AM,-4.39353127332,local_bus
1375381,21826,4321,1419,577,1559,PM,-4.3840685328,local_bus
847650,20910,2507,655,1948,1964,PM,-4.37959022907,local_bus
2557191,21919,9852,1339,17951,330,PM,-4.37862900132,local_bus
42119,16229,107,562,17626,315,PM,-4.37768390682,local_bus
776833,20293,2260,564,15323,25,PM,-4.36506886482,local_bus
1288426,21932,3995,1339,16808,16,PM,-4.36482900132,local_bus
1933272,20839,7195,655,346,1632,PM,-4.36009022907,local_bus
891071,21911,2631,1339,18238,396,PM,-4.35956190132,local_bus
1840089,22026,6149,1419,425,1013,PM,-4.35920610105,local_bus
1001946,22006,3013,1419,5862,1576,PM,-4.3520596023,local_bus
1427123,15999,4496,564,12914,660,AM,-4.35023884182,local_bus
2012821,15917,6957,655,6392,1252,PM,-4.34388304707,local_bus
2356517,20899,8726,655,2426,2030,AM,-4.34288554332,local_bus
1765305,15968,5853,655,1510,2025,AM,-4.34102955207,local_bus
972401,22340,2913,1419,1929,1857,PM,-4.3345572213,local_bus
1886988,20674,6332,1419,3893,1363,AM,-4.33138217505,local_bus
1396106,20596,4388,1145,1522,2025,PM,-4.31791412307,local_bus
1670851,20385,5422,564,18460,452,AM,-4.31542763982,local_bus
1440127,16047,4549,564,8814,1723,PM,-4.31216531607,local_bus
416102,22005,9927,1339,17932,318,PM,-4.30852915782,local_bus
1430686,21986,4511,1419,1028,1666,PM,-4.2999537963,local_bus
951063,21070,6546,655,1418,1927,AM,-4.29440293182,local_bus
353123,22023,955,1339,19038,556,AM,-4.28799406932,local_bus
1969617,21820,6762,1419,2683,1898,AM,-4.2861436413,local_bus
169637,15850,3638,1801,16651,115,AM,-4.28026262382,local_bus
1870056,22380,6256,1419,14091,323,PM,-4.27649330055,local_bus
1190123,16049,3611,564,5260,1193,PM,-4.27248484557,local_bus
2098402,16250,7367,778,15319,25,PM,-4.26094503886,local_bus
2393095,22002,8929,1339,13560,713,AM,-4.25598321882,local_bus
2013558,20363,6966,564,15640,10,AM,-4.25162425557,local_bus
66310,20550,4391,1145,15129,214,PM,-4.24979816757,local_bus
1924563,21825,6535,1587,17586,264,PM,-4.24701030802,local_bus
1822253,21982,6073,1419,1032,1762,AM,-4.24076583705,local_bus
9928,15585,2695,778,19483,580,AM,-4.24010778061,local_bus
82292,15739,230,778,20027,430,AM,-4.23402661936,local_bus
2275588,15903,8304,778,13592,713,AM,-4.23244085236,local_bus
2124908,16044,7509,564,935,1717,AM,-4.22219216382,local_bus
1915045,20362,6550,588,8801,1799,AM,-4.21411401282,local_bus
214715,20646,2884,1339,9815,1462,PM,-4.21215059157,local_bus
415981,22005,1165,1419,14043,673,PM,-4.20176618955,local_bus
175335,15970,455,778,3963,1020,PM,-4.20107066536,local_bus
2361756,21086,8755,588,7458,2077,PM,-4.19420293182,local_bus
1884411,20649,8639,1419,544,1559,PM,-4.1915158428,local_bus
473758,20325,1349,588,6258,1351,AM,-4.19064836982,local_bus
687895,22397,1983,1419,9120,1990,PM,-4.18757857605,local_bus
2506639,20204,9561,564,5429,1234,PM,-4.17711429882,local_bus
451537,20630,7051,1145,14990,292,PM,-4.17557638632,local_bus
1146069,20515,3483,1145,17400,173,PM,-4.15364816757,local_bus
243292,15921,649,778,12630,665,AM,-4.14892877161,local_bus
1742178,15811,5741,778,15275,86,PM,-4.14657383161,local_bus
937443,21929,2784,1419,605,1562,AM,-4.1328506883,local_bus
239652,20648,640,1339,17619,315,AM,-4.13155381032,local_bus
806851,21957,7420,1419,584,1559,PM,-4.12866934005,local_bus
1888801,20240,6342,588,12193,860,PM,-4.12652240382,local_bus
599536,21073,1703,1419,1097,1516,PM,-4.12421128905,local_bus
1714437,22061,5608,1419,5558,1254,AM,-4.1230804188,local_bus
890690,20379,2627,564,16664,385,AM,-4.12082060982,local_bus
1923328,20625,6522,655,5800,1477,AM,-4.11642284157,local_bus
2119916,20235,7479,564,15081,214,PM,-4.09683236007,local_bus
2094015,20524,7344,588,6132,1343,PM,-4.09671534207,local_bus
809741,16046,2380,564,7423,2083,PM,-4.09121531607,local_bus
1274378,20162,3936,1145,19802,627,AM,-4.08974020707,local_bus
2164918,20895,7682,564,17937,329,AM,-4.08766617807,local_bus
416039,22005,2465,1339,20262,717,AM,-4.08607915782,local_bus
1345994,20337,4192,588,1354,2026,PM,-4.08302336982,local_bus
387192,15914,1057,778,20291,714,PM,-4.08034085236,local_bus
1935403,20421,6594,564,18797,415,PM,-4.07714613057,local_bus
1379685,20377,4337,564,19169,354,AM,-4.07214925557,local_bus
1014843,20645,9468,1419,10046,1438,PM,-4.06796262405,local_bus
1281063,15994,8035,564,2766,1597,PM,-4.06529216382,local_bus
1005176,15603,3024,778,8015,2285,AM,-4.06398292636,local_bus
1783109,22333,5942,1587,16934,102,AM,-4.06337358427,local_bus
607443,16029,1733,562,11421,732,AM,-4.06179345132,local_bus
2314989,20307,8532,588,11821,1913,PM,-4.05835643082,local_bus
2134213,21813,7555,1339,18548,598,AM,-4.05135380532,local_bus
739385,16223,2151,562,11203,1246,PM,-4.04730890682,local_bus
2011441,20719,6948,1419,9742,1634,AM,-4.0464903123,local_bus
1014759,20645,3065,1419,3685,1142,PM,-4.04426262405,local_bus
932892,20708,2769,1145,16198,170,PM,-4.03974700782,local_bus
1726825,15787,5674,1801,4198,1126,PM,-4.03825627332,local_bus
493328,22328,1398,1419,4277,1184,PM,-4.03421084055,local_bus
2568747,16406,9910,778,13044,697,PM,-4.03143301561,local_bus
89503,15969,5185,778,14321,333,AM,-4.02512066536,local_bus
1249598,21816,3838,1339,19004,480,AM,-4.02495380532,local_bus
1571704,16030,5020,564,19896,645,PM,-4.02234255882,local_bus
2044080,20846,7783,588,8979,1640,PM,-4.01003122182,local_bus
461195,22370,1304,1419,13836,663,PM,-4.00724330055,local_bus
806617,21957,2369,1419,2349,1915,PM,-4.00701934005,local_bus
42181,16229,9608,778,18787,437,AM,-3.98259566536,local_bus
1794609,15995,5978,562,11863,725,AM,-3.97036384182,local_bus
1792102,20407,5970,588,8027,2285,PM,-3.96904713432,local_bus
683102,20247,1964,564,18473,470,AM,-3.96517595532,local_bus
895154,15910,2648,562,11793,1913,PM,-3.96233711532,local_bus
817151,11327,2415,1145,3024,1643,AM,-3.95746989057,local_bus
1804809,20171,6016,824,16024,1067,PM,-3.95113588557,local_bus
1768017,20601,5866,1145,5169,960,PM,-3.95071618557,local_bus
268999,20366,9766,564,14431,294,AM,-3.94494925557,local_bus
2312018,20557,8512,588,18357,419,PM,-3.94258442082,local_bus
2568705,15776,9909,778,13083,814,AM,-3.94142515561,local_bus
823251,20621,2441,588,7327,2498,AM,-3.94107284157,local_bus
799679,16017,2349,564,2752,1736,PM,-3.94028813682,local_bus
784220,20842,2292,588,9523,1634,PM,-3.93713122182,local_bus
1038468,20166,3122,824,19549,622,PM,-3.93581221932,local_bus
203622,15937,538,562,8398,2302,AM,-3.93534763707,local_bus
1954154,22198,6683,1587,17386,232,AM,-3.93075404452,local_bus
1410170,22349,4438,1587,18925,451,AM,-3.93060404452,local_bus
1604920,21829,5167,1419,639,1611,PM,-3.9241662393,local_bus
1440219,16047,7301,564,14292,333,PM,-3.91706531607,local_bus
2350983,20589,8692,1143,8644,2181,PM,-3.91456989057,local_bus
438948,16020,1229,564,12326,851,AM,-3.91126755882,local_bus
1385699,16722,4356,564,17817,278,PM,-3.90764208882,local_bus
82346,15739,3984,778,4774,910,AM,-3.90132661936,local_bus
2332703,20190,8594,655,14721,246,PM,-3.89324604132,local_bus
312388,16580,857,564,13729,684,AM,-3.88039588932,local_bus
600624,16173,1707,778,15592,10,AM,-3.87941446561,local_bus
21744,20316,622,564,17667,293,AM,-3.87370889832,local_bus
1830728,15718,6119,778,4597,818,AM,-3.86749903486,local_bus
966591,11333,2891,1143,5936,1299,PM,-3.86424489057,local_bus
331118,15435,902,778,17794,302,AM,-3.86229993361,local_bus
1162382,16162,3533,778,13782,639,PM,-3.85968946561,local_bus
1884532,16153,6311,562,3407,1850,PM,-3.85659136182,local_bus
1693790,15689,5523,778,11629,944,PM,-3.85220726161,local_bus
1634735,20855,5287,655,10300,1404,PM,-3.84773122182,local_bus
760898,22398,7976,1419,22575,1806,PM,-3.8454023163,local_bus
271202,16307,722,564,18630,635,AM,-3.83999955432,local_bus
2132776,16283,7545,562,7037,2477,PM,-3.83729469357,local_bus
1754935,16117,5791,778,4361,856,AM,-3.83383020136,local_bus
2196858,20544,7833,655,1766,2129,PM,-3.82000781382,local_bus
2314911,15662,8531,778,4107,59,PM,-3.81934463161,local_bus
2336154,16119,8615,778,13955,684,AM,-3.81898020136,local_bus
943213,16073,2807,564,15678,15,PM,-3.81753484557,local_bus
1007672,16220,3034,778,2724,1975,PM,-3.81729566536,local_bus
1584095,16056,5087,564,5895,1457,PM,-3.81370984557,local_bus
66243,20550,172,1145,4922,1011,PM,-3.81007316757,local_bus
9745,15585,19,778,12358,851,AM,-3.80555778061,local_bus
175456,20757,4215,564,4093,1128,PM,-3.79909031607,local_bus
105971,16085,291,562,22455,2182,PM,-3.79717864482,local_bus
998017,16217,2996,562,10638,1311,AM,-3.79553390682,local_bus
1096709,16584,3321,564,6752,1348,AM,-3.79365318507,local_bus
2304700,20699,8467,1145,16645,103,PM,-3.79067200782,local_bus
1094016,16227,3312,655,361,1582,AM,-3.78782955207,local_bus
2452375,16252,9241,778,18242,428,PM,-3.78642003886,local_bus
617820,20586,1765,1143,12013,804,AM,-3.77784489057,local_bus
1878834,20205,6290,655,6229,1289,PM,-3.77450434182,local_bus
1951412,15670,6663,778,12913,660,AM,-3.76630291861,local_bus
2403552,22393,8990,1587,5415,1255,PM,-3.76212959752,local_bus
1701544,20614,5548,1143,19333,538,PM,-3.75331989057,local_bus
1956609,20627,6701,655,7631,2167,AM,-3.75199784157,local_bus
910844,15558,2694,778,18426,423,PM,-3.74736719461,local_bus
997941,22116,4463,1419,22275,1179,PM,-3.74403933555,local_bus
1960033,20099,6724,588,8595,2180,PM,-3.74237254557,local_bus
2358516,16630,8736,564,6784,211,AM,-3.74131333332,local_bus
1081015,16031,3266,564,3417,1356,PM,-3.73926716382,local_bus
1446075,22369,4574,1419,5761,1414,AM,-3.72861830055,local_bus
251343,15702,677,778,13746,684,AM,-3.72809559811,local_bus
2461421,20575,9289,588,10356,1408,PM,-3.72235648632,local_bus
951461,20420,2839,564,4941,983,PM,-3.71879613057,local_bus
1391650,20322,4378,655,2009,2067,PM,-3.71837336982,local_bus
2069924,15705,7240,778,6031,1445,AM,-3.71337886936,local_bus
2267504,20851,8262,655,7523,2047,PM,-3.71138122182,local_bus
2209895,16171,7905,778,18266,517,PM,-3.69956656936,local_bus
1011118,22177,3658,1419,6878,2425,PM,-3.68373423855,local_bus
1475703,20153,4678,655,8563,2288,AM,-3.68189901582,local_bus
21696,20316,50,588,2328,1813,PM,-3.68147336982,local_bus
1453783,20585,4605,1145,4212,1097,PM,-3.68079489057,local_bus
1281402,22372,3966,1419,19764,497,AM,-3.67655671905,local_bus
845127,20289,4588,564,13200,776,AM,-3.67424386482,local_bus
2216086,20154,7942,655,18298,419,AM,-3.67379901582,local_bus
2546563,16263,9781,778,12653,693,PM,-3.67077026986,local_bus
1576522,15856,5051,1801,17913,301,AM,-3.67073762382,local_bus
678322,20123,1946,564,12824,727,PM,-3.66941717457,local_bus
760805,22398,2214,1587,3249,245,AM,-3.66894383227,local_bus
2443698,20545,9193,588,3849,125,AM,-3.66528281382,local_bus
1537869,11334,4882,1145,14989,268,PM,-3.65116989057,local_bus
1593840,16616,5126,564,12018,815,AM,-3.64729449357,local_bus
2063458,20351,7213,588,29,1591,AM,-3.64532336982,local_bus
868889,20535,2560,655,2205,1897,PM,-3.64306730007,local_bus
1432778,20312,4520,588,6696,1357,AM,-3.64210643082,local_bus
2513986,20536,9606,655,17302,213,PM,-3.63961730007,local_bus
707040,15817,2041,778,5283,1178,PM,-3.63835937311,local_bus
89300,15969,237,655,5139,923,PM,-3.63572955207,local_bus
16933,20350,38,564,13867,663,AM,-3.63327546507,local_bus
461250,22370,4905,1419,12378,839,AM,-3.63314330055,local_bus
400292,20526,1107,588,22751,2144,PM,-3.63291534207,local_bus
2265292,20410,8251,655,12198,859,AM,-3.63078449607,local_bus
1067315,15568,3219,778,7166,2437,PM,-3.61655953411,local_bus
581555,20306,1641,564,14565,184,AM,-3.61446772482,local_bus
2070009,22377,7241,1419,8812,1723,PM,-3.60785671905,local_bus
1314381,20355,4081,655,8741,2205,PM,-3.60315820407,local_bus
2389952,16280,8907,778,18188,388,PM,-3.60135673786,local_bus
2312045,16620,8514,564,17414,199,PM,-3.60060149082,local_bus
1435965,20358,4532,655,10797,1620,AM,-3.60038901282,local_bus
1801450,16748,5993,564,20052,526,PM,-3.59465706132,local_bus
1768113,20601,7585,1145,769,1695,AM,-3.58051618557,local_bus
2400401,15434,8971,562,8972,1640,PM,-3.57928439832,local_bus
336321,20426,916,564,15144,75,AM,-3.57779613057,local_bus
89402,15969,5057,562,8249,2357,AM,-3.56535890682,local_bus
395811,20560,1093,1143,15619,10,PM,-3.56152955082,local_bus
1410374,22193,4440,1419,7297,2417,AM,-3.56061453555,local_bus
1093013,22169,3309,1419,4974,910,AM,-3.55870923855,local_bus
862693,20004,2540,564,22239,1156,AM,-3.55593647757,local_bus
2430759,20478,9142,564,4010,356,PM,-3.55336148157,local_bus
439046,16020,7182,564,2922,1761,AM,-3.55081755882,local_bus
2170740,20633,7708,1419,8572,2288,PM,-3.54480709305,local_bus
815646,15988,2404,655,2375,1954,AM,-3.54355668507,local_bus
2451184,16727,9236,564,19761,526,AM,-3.53844598032,local_bus
1996082,20644,6866,1143,5805,1414,PM,-3.53702200782,local_bus
2544012,15831,9768,778,19835,637,AM,-3.53642033311,local_bus
2141876,18683,7584,564,7116,2477,AM,-3.53407960482,local_bus
2078066,15592,8305,778,9279,1794,PM,-3.52872122236,local_bus
928821,20739,2753,564,4660,975,AM,-3.52661531607,local_bus
728404,15569,2116,778,15642,10,PM,-3.52430953411,local_bus
2043977,20846,7105,588,22855,2138,AM,-3.51758122182,local_bus
845227,20289,4799,588,5023,884,AM,-3.51035862207,local_bus
1413188,16397,4452,778,19150,401,AM,-3.50088301561,local_bus
1150125,22453,3497,2285,19056,362,PM,-3.49934149932,local_bus
1905450,20356,6438,588,11816,1913,AM,-3.49695820407,local_bus
2585396,15580,9995,778,10572,1273,PM,-3.49595778061,local_bus
1302861,22383,6010,1419,9411,1728,PM,-3.49581830055,local_bus
1011009,22177,3045,1419,10817,1182,PM,-3.48858423855,local_bus
2418619,16114,9065,562,7996,2242,PM,-3.48849466632,local_bus
1574080,20455,5041,564,5086,9,PM,-3.48698808132,local_bus
1480239,20254,4692,588,17691,320,AM,-3.48318292557,local_bus
1385520,20587,5641,1145,15027,249,PM,-3.48241989057,local_bus
824109,15641,2446,778,15887,170,AM,-3.48045906811,local_bus
2533216,16098,9713,655,22551,1837,AM,-3.47832820482,local_bus
373260,15939,1015,562,9766,1532,PM,-3.47799763707,local_bus
1846398,16554,6174,564,22708,2124,AM,-3.47699104932,local_bus
395941,20560,1746,588,10702,1344,PM,-3.47604230007,local_bus
2270283,20599,8276,1143,3125,1631,PM,-3.47596618557,local_bus
1954741,20378,6690,588,9746,1553,PM,-3.47348565282,local_bus
2255056,20284,8178,588,1294,1794,AM,-3.47198783232,local_bus
1451228,16681,4595,564,16705,114,PM,-3.47154256632,local_bus
2495031,20610,9501,1145,17338,202,AM,-3.47034489057,local_bus
280773,15629,8679,778,9087,1995,PM,-3.46646902711,local_bus
1690701,20146,5503,564,17732,399,AM,-3.46418382882,local_bus
688859,20463,1986,655,1901,1767,PM,-3.46006843932,local_bus
1888520,22140,6338,1339,11817,1913,PM,-3.45612356082,local_bus
1904611,20540,6432,588,12333,837,PM,-3.45363281382,local_bus
296662,16184,6000,562,1445,2076,PM,-3.44973904107,local_bus
1072524,20597,3242,1145,8860,1692,PM,-3.44738912307,local_bus
939449,20211,2790,588,11346,742,PM,-3.44600434182,local_bus
1717864,22366,5632,1419,5849,1542,PM,-3.44586830055,local_bus
78825,22178,220,1339,16732,115,PM,-3.44523254532,local_bus
1650317,15901,5354,562,14564,288,AM,-3.44400883107,local_bus
2041850,20465,7095,588,5379,1178,AM,-3.44278212057,local_bus
1244574,20584,3812,1145,3495,1187,AM,-3.44154118557,local_bus
454149,15469,1283,778,9951,1502,PM,-3.44134643161,local_bus
169174,15986,435,564,596,1485,AM,-3.43816384182,local_bus
1502964,16219,4776,778,2491,2130,PM,-3.43621228861,local_bus
1316046,20139,4091,655,8317,2365,PM,-3.43492790757,local_bus
2103664,20537,7388,655,7591,2198,PM,-3.43435781382,local_bus
760828,22398,3619,1419,7026,2447,AM,-3.4341773163,local_bus
728471,22400,2118,1587,11988,769,PM,-3.43156883227,local_bus
1548315,15949,4921,655,1514,2025,AM,-3.43129328232,local_bus
9284,20170,8843,824,13933,2297,AM,-3.43046221932,local_bus
2057397,20200,7181,564,14092,317,PM,-3.42495520782,local_bus
2313092,16165,8519,778,3975,1020,AM,-3.42408946561,local_bus
567180,15923,1596,778,14948,79,PM,-3.42019104061,local_bus
1627137,15699,5255,778,11462,732,AM,-3.41295404386,local_bus
9821,15585,1790,778,6737,1348,PM,-3.41248278061,local_bus
833351,20101,2468,824,19258,622,AM,-3.40327334382,local_bus
2030656,16323,9092,564,6220,1351,PM,-3.40308023307,local_bus
962292,16524,2873,564,12707,765,PM,-3.40156215657,local_bus
2250188,20725,8141,1339,11871,720,PM,-3.40115327982,local_bus
1345714,16182,4188,562,6925,2446,AM,-3.40013132007,local_bus
1136911,16058,3440,564,4867,899,PM,-3.39768484557,local_bus
1452939,16739,6349,564,4203,1126,AM,-3.39617098032,local_bus
154405,16087,407,778,17238,1070,PM,-3.39576024586,local_bus
2247340,15961,8113,562,1215,1520,AM,-3.39534647457,local_bus
2079142,16107,7272,562,9829,1462,AM,-3.39444466632,local_bus
1640342,16623,5311,564,18862,417,AM,-3.39375149082,local_bus
1915740,15944,6492,562,14472,288,PM,-3.39279763707,local_bus
1971338,20391,6785,655,22551,1837,PM,-3.39156739782,local_bus
1032371,16311,3109,778,475,1736,PM,-3.39025801561,local_bus
726391,15730,3994,778,1570,2129,PM,-3.38955874936,local_bus
2468054,20718,9338,1419,1773,2160,AM,-3.3879153123,local_bus
25594,16288,3362,562,1139,1543,PM,-3.38466969357,local_bus
1652412,16569,5362,564,14953,81,PM,-3.38454934032,local_bus
1491440,16568,4742,564,6106,1477,PM,-3.38312434032,local_bus
926693,16614,2742,564,10927,1127,AM,-3.37504449357,local_bus
971755,16200,2910,778,14417,304,AM,-3.37453127461,local_bus
394209,15319,4112,778,19821,526,PM,-3.36884286661,local_bus
357843,15962,963,778,3901,1363,AM,-3.36775851961,local_bus
1551451,15775,5731,655,3429,8,AM,-3.36123713682,local_bus
2171839,16246,7713,778,19952,637,PM,-3.36117003886,local_bus
1439522,15915,4546,778,4081,1128,AM,-3.36052877161,local_bus
1634563,20681,5286,1419,7823,2179,PM,-3.3590403123,local_bus
581642,20306,4719,588,3303,1850,AM,-3.35353276857,local_bus
295836,22505,794,1587,19547,622,AM,-3.35026505227,local_bus
796896,15889,2333,655,3429,8,PM,-3.34969376757,local_bus
2479701,16331,9416,562,9348,1794,AM,-3.34585523307,local_bus
760124,20852,2209,655,83,1648,AM,-3.34395622182,local_bus
1937008,22339,6602,1419,6484,1425,PM,-3.34278070005,local_bus
1885378,15996,6322,564,6184,1514,AM,-3.33706384182,local_bus
2549423,16578,9806,564,15309,25,AM,-3.33616333332,local_bus
208448,22224,555,1419,11288,1076,AM,-3.33594677355,local_bus
25450,16288,64,562,7857,2163,PM,-3.33104469357,local_bus
2295681,16024,8402,564,5596,1188,AM,-3.32979255882,local_bus
1407651,22146,4428,1339,17239,1070,PM,-3.32904839982,local_bus
1693167,15596,5520,778,10563,1197,PM,-3.32866071586,local_bus
1900923,15783,6403,778,17923,329,PM,-3.32419568011,local_bus
1937604,16081,6608,564,6692,1395,PM,-3.32405675457,local_bus
1960787,20270,6730,564,16828,171,PM,-3.32333100657,local_bus
517867,16115,1463,562,11384,839,PM,-3.32304466632,local_bus
990837,22379,2957,1419,513,1602,AM,-3.32023171905,local_bus
873346,11305,2576,1143,13075,856,PM,-3.32005825782,local_bus
730722,20428,3051,655,5540,1253,PM,-3.31884486357,local_bus
753201,11324,2310,1145,5390,1214,AM,-3.31533325782,local_bus
2507435,16279,9565,562,17558,264,PM,-3.31281969357,local_bus
2001066,15430,6885,655,6368,1219,AM,-3.30998004357,local_bus
2294439,10209,8392,1223,11128,1076,AM,-3.30995534298,local_bus
1755412,15302,5795,259,5977,1445,AM,-3.30981308598,local_bus
655757,16601,1873,564,19373,567,AM,-3.30801230682,local_bus
